track_id,label,start_frame,end_frame,length_pts,path_length_px,avg_speed_px_per_frame
371,car,46,48,3,0.75,0.374
372,car,48,50,3,1.99,0.996
373,bus,47,49,3,1.6,0.802
375,car,48,89,42,263.53,6.428
376,car,48,50,3,0.78,0.391
377,car,50,53,4,0.42,0.14
378,car,48,50,3,0.63,0.317
379,car,48,50,3,0.59,0.296
380,car,48,50,3,0.35,0.174
381,truck,48,62,15,2.33,0.166
382,car,48,89,42,744.64,18.162
383,car,48,50,3,2.26,1.13
384,car,48,87,40,145.52,3.731
385,car,48,89,42,687.47,16.768
