frame,track_id,future_step,future_frame,future_x,future_y,sigma_x,sigma_y
5,2,4,9,208.61,229.11,16.95,10.95
5,2,5,10,208.59,229.11,18.72,12.09
5,2,6,11,208.58,229.11,20.34,13.14
5,2,7,12,208.56,229.11,21.85,14.11
5,2,8,13,208.54,229.11,23.27,15.02
5,2,9,14,208.53,229.10,24.61,15.88
5,2,10,15,208.51,229.10,25.88,16.70
5,2,11,16,208.49,229.10,27.10,17.49
5,2,12,17,208.47,229.10,28.27,18.24
5,2,13,18,208.46,229.10,29.40,18.97
5,2,14,19,208.44,229.10,30.49,19.67
5,2,15,20,208.42,229.10,31.54,20.35
5,3,1,6,81.96,281.68,10.62,9.55
5,3,2,7,81.93,281.67,13.41,12.16
5,3,3,8,81.90,281.67,15.73,14.30
5,3,4,9,81.87,281.67,17.75,16.17
5,3,5,10,81.84,281.67,19.57,17.85
5,3,6,11,81.82,281.67,21.25,19.39
5,3,7,12,81.79,281.67,22.81,20.82
5,3,8,13,81.76,281.67,24.28,22.17
5,3,9,14,81.73,281.67,25.66,23.44
5,3,10,15,81.70,281.67,26.99,24.65
5,3,11,16,81.67,281.67,28.25,25.81
5,3,12,17,81.64,281.67,29.47,26.92
5,3,13,18,81.61,281.67,30.65,28.00
5,3,14,19,81.59,281.67,31.78,29.03
5,3,15,20,81.56,281.67,32.89,30.04
5,10,1,6,113.81,202.46,2.00,3.74
5,10,2,7,113.81,202.47,2.55,4.87
5,10,3,8,113.81,202.48,3.00,5.79
5,10,4,9,113.81,202.49,3.39,6.58
5,10,5,10,113.81,202.50,3.74,7.28
5,10,6,11,113.81,202.51,4.06,7.93
5,10,7,12,113.81,202.52,4.36,8.53
5,10,8,13,113.81,202.53,4.64,9.09
5,10,9,14,113.81,202.54,4.90,9.62
5,10,10,15,113.81,202.55,5.15,10.12
5,10,11,16,113.81,202.56,5.39,10.60
5,10,12,17,113.81,202.57,5.62,11.06
5,10,13,18,113.81,202.58,5.85,11.50
5,10,14,19,113.82,202.59,6.06,11.93
5,10,15,20,113.82,202.60,6.27,12.34
6,2,1,7,206.04,228.99,10.17,6.50
6,2,2,8,206.02,228.99,13.00,8.29
6,2,3,9,206.00,228.99,15.32,9.76
6,2,4,10,205.98,228.99,17.34,11.04
6,2,5,11,205.96,228.99,19.15,12.19
6,2,6,12,205.94,228.99,20.81,13.25
6,2,7,13,205.92,228.99,22.35,14.23
6,2,8,14,205.90,228.99,23.80,15.15
6,2,9,15,205.88,228.98,25.16,16.02
6,2,10,16,205.86,228.98,26.46,16.84
6,2,11,17,205.84,228.98,27.71,17.64
6,2,12,18,205.82,228.98,28.90,18.40
6,2,13,19,205.80,228.98,30.05,19.13
6,2,14,20,205.78,228.98,31.17,19.84
6,2,15,21,205.76,228.98,32.24,20.52
6,3,1,7,77.86,283.06,10.11,9.46
6,3,2,8,77.82,283.06,12.76,12.01
6,3,3,9,77.78,283.06,14.96,14.12
6,3,4,10,77.74,283.07,16.88,15.96
6,3,5,11,77.70,283.07,18.61,17.62
6,3,6,12,77.66,283.07,20.21,19.13
6,3,7,13,77.63,283.07,21.69,20.54
6,3,8,14,77.59,283.07,23.09,21.87
6,3,9,15,77.55,283.08,24.41,23.12
6,3,10,16,77.51,283.08,25.67,24.32
6,3,11,17,77.47,283.08,26.87,25.46
6,3,12,18,77.43,283.08,28.03,26.55
6,3,13,19,77.39,283.08,29.15,27.61
6,3,14,20,77.35,283.09,30.24,28.63
6,3,15,21,77.32,283.09,31.29,29.63
6,10,1,7,113.81,208.12,2.02,4.43
6,10,2,8,113.81,208.14,2.58,5.79
6,10,3,9,113.81,208.15,3.04,6.89
6,10,4,10,113.81,208.17,3.44,7.84
6,10,5,11,113.81,208.18,3.80,8.68
6,10,6,12,113.81,208.20,4.13,9.46
6,10,7,13,113.81,208.21,4.43,10.17
6,10,8,14,113.82,208.23,4.72,10.85
6,10,9,15,113.82,208.24,4.99,11.48
6,10,10,16,113.82,208.26,5.24,12.08
6,10,11,17,113.82,208.27,5.49,12.65
6,10,12,18,113.82,208.28,5.72,13.21
6,10,13,19,113.82,208.30,5.95,13.73
6,10,14,20,113.82,208.31,6.17,14.25
6,10,15,21,113.82,208.33,6.38,14.74
7,2,1,8,204.93,229.31,10.28,6.56
7,2,2,9,204.91,229.30,13.10,8.36
7,2,3,10,204.88,229.30,15.41,9.84
7,2,4,11,204.86,229.30,17.43,11.13
7,2,5,12,204.84,229.30,19.25,12.29
7,2,6,13,204.82,229.30,20.91,13.35
7,2,7,14,204.80,229.30,22.45,14.34
7,2,8,15,204.77,229.30,23.90,15.27
7,2,9,16,204.75,229.30,25.27,16.14
7,2,10,17,204.73,229.30,26.57,16.98
7,2,11,18,204.71,229.30,27.82,17.78
7,2,12,19,204.69,229.30,29.02,18.54
7,2,13,20,204.66,229.30,30.17,19.28
