TimeSec,SensorId,SensorType,RangeM,BearingRad,WorldX,WorldY,ExtentM,IsGhost,TrueId
6.5,6,UGV,31.2266923898389,2.13958980099006,23.1808075690923,31.3100947087182,0.81594916721324,0,1
6.5,6,UGV,24,1.12885142487145,50.2647594788408,26.6941170099534,0.7,1,0
7,1,UAV,25.1677316247967,1.01389250747545,23.3026663234761,31.3647790492681,0.924523514459456,0,1
7,1,UAV,16,-0.327963267948965,25.1472059147448,4.84615163432991,0.7,1,0
7,2,UAV,40.4593315741107,1.80489982393766,60.6146071746214,49.3557100423454,3.54097464289021,0,2
7,3,UAV,42.116017042939,-1.97594255103645,23.3998391661589,31.2934947088769,0.824401370200299,0,1
7,3,UAV,29.4603315464559,-0.776664153015727,61.0127467690632,49.3511354296095,3.54653318164358,0,2
7,3,UAV,22,3.13203673205103,18.0010044643574,70.2102270743154,1.4,1,0
7,4,UGV,20.5867967588954,-0.727949592159798,23.3688711575885,31.302773998597,0.891909011167251,0,1
7,5,UGV,11.7123058282,2.75079209814292,61.1707504783464,49.4615538337056,3.39772829154231,0,2
7,5,UGV,28,0.308851424871449,98.6751330832075,53.5110090467093,0.7,1,0
7,6,UGV,31.2417432200519,2.12595716256725,23.5331023653203,31.5497231947272,0.886823916753074,0,1
7.5,1,UAV,25.2452949202384,1.00867209508964,23.4553575623759,31.3606710680734,0.795404043833531,0,1
7.5,2,UAV,40.4609144407409,1.79869078574392,60.8587900121001,49.4147672495738,3.45270781932181,0,2
7.5,2,UAV,26,2.31203673205103,52.444711783466,29.1784216147842,1.4,1,0
7.5,3,UAV,41.9238268128539,-1.96951319586807,23.723653618306,31.3646819205888,0.759034293251396,0,1
7.5,3,UAV,29.5211900097679,-0.796301047498325,60.6458037407839,48.8990178548519,3.50391209986215,0,2
7.5,4,UGV,20.5645148764976,-0.720089950526086,23.4593003161414,31.4386834768507,0.599875238960895,0,1
7.5,4,UGV,32,-0.511148575128551,35.9098631632606,29.3462612067254,0.7,1,0
7.5,5,UGV,11.8805142974784,2.76585584582149,60.9483001178821,49.3596501795654,3.68582383530008,0,2
7.5,6,UGV,31.088508010402,2.12884976047273,23.5375172419196,31.3719925631859,0.774958802903772,0,1
7.5,6,UGV,13,2.94885142487145,27.2407230697692,7.49015104314591,1.4,1,0
8,1,UAV,25.4740431966276,1.00643555245646,23.6254498442135,31.5238006245754,0.664286640780376,0,1
8,1,UAV,30,1.49203673205103,12.3603458419552,39.9070019812479,1.4,1,0
8,2,UAV,40.1963661476858,1.79953786080002,60.8853928886066,49.1493523405402,3.53010971644369,0,2
